2025-02-17, 23:27:20, 716, 17.125
2025-02-17, 23:27:22, 716, 17.187
2025-02-17, 23:27:24, 717, 17.187
2025-02-17, 23:27:26, 716, 17.187
2025-02-17, 23:27:28, 720, 17.187
2025-02-17, 23:27:29, 717, 17.187
2025-02-17, 23:27:31, 718, 17.187
2025-02-17, 23:27:33, 717, 17.125
2025-02-17, 23:27:35, 717, 17.187
2025-02-17, 23:27:37, 719, 17.187
2025-02-17, 23:27:39, 721, 17.187
2025-02-17, 23:27:41, 727, 17.187
2025-02-17, 23:27:43, 750, 17.187
2025-02-17, 23:27:45, 749, 17.187
2025-02-17, 23:27:47, 736, 17.187
2025-02-17, 23:27:49, 720, 17.187
2025-02-17, 23:27:51, 709, 17.187
2025-02-17, 23:27:53, 708, 17.187
2025-02-17, 23:27:54, 706, 17.25
2025-02-17, 23:27:56, 707, 17.187
2025-02-17, 23:27:58, 709, 17.187
2025-02-17, 23:28:00, 708, 17.25
2025-02-17, 23:28:02, 707, 17.187
2025-02-17, 23:28:04, 710, 17.25
2025-02-17, 23:28:06, 708, 17.25
2025-02-17, 23:28:08, 708, 17.25
2025-02-17, 23:28:10, 709, 17.187
2025-02-17, 23:28:12, 708, 17.187
2025-02-17, 23:28:14, 707, 17.187
2025-02-17, 23:28:16, 707, 17.25
2025-02-17, 23:28:17, 710, 17.25
2025-02-17, 23:28:19, 710, 17.25
2025-02-17, 23:28:21, 705, 17.25
2025-02-17, 23:28:23, 708, 17.25
2025-02-17, 23:28:25, 709, 17.25
2025-02-17, 23:28:27, 708, 17.25
2025-02-17, 23:28:29, 709, 17.25
2025-02-17, 23:28:31, 709, 17.25
2025-02-17, 23:28:33, 709, 17.25
2025-02-17, 23:28:35, 707, 17.25
2025-02-17, 23:28:37, 709, 17.187
2025-02-17, 23:28:39, 707, 17.25
2025-02-17, 23:28:41, 707, 17.25
2025-02-17, 23:28:42, 709, 17.25
2025-02-17, 23:28:44, 709, 17.25
2025-02-17, 23:28:46, 707, 17.25
2025-02-17, 23:28:48, 708, 17.25
2025-02-17, 23:28:50, 710, 17.25
2025-02-17, 23:28:52, 708, 17.25
2025-02-17, 23:28:55, 709, 17.25
2025-02-17, 23:28:57, 710, 17.25
2025-02-17, 23:28:59, 710, 17.187
2025-02-17, 23:29:01, 707, 17.25
2025-02-17, 23:29:03, 707, 17.25
2025-02-17, 23:29:05, 709, 17.25
2025-02-17, 23:29:07, 707, 17.25
2025-02-17, 23:29:09, 708, 17.25
2025-02-17, 23:29:11, 722, 17.25
2025-02-17, 23:29:13, 752, 17.25
2025-02-17, 23:29:15, 748, 17.25
2025-02-17, 23:29:17, 751, 17.25
2025-02-17, 23:29:19, 752, 17.25
2025-02-17, 23:29:22, 757, 17.25
2025-02-17, 23:29:23, 750, 17.25
2025-02-17, 23:29:25, 764, 17.25
2025-02-17, 23:29:27, 757, 17.187
2025-02-17, 23:29:29, 733, 17.25
2025-02-17, 23:29:31, 722, 17.25
2025-02-17, 23:29:33, 716, 17.25
2025-02-17, 23:29:35, 1009, 17.25
2025-02-17, 23:29:37, 1013, 17.25
2025-02-17, 23:29:39, 1012, 17.25
2025-02-17, 23:29:41, 1010, 17.25
2025-02-17, 23:29:43, 1010, 17.25
2025-02-17, 23:29:45, 1013, 17.25
2025-02-17, 23:29:47, 1011, 17.25
2025-02-17, 23:29:48, 1011, 17.25
2025-02-17, 23:29:50, 1012, 17.25
2025-02-17, 23:29:52, 1010, 17.25
2025-02-17, 23:29:54, 1012, 17.25
2025-02-17, 23:29:56, 1018, 17.25
2025-02-17, 23:29:58, 1012, 17.25
2025-02-17, 23:30:00, 1012, 17.25
2025-02-17, 23:30:02, 1013, 17.25
2025-02-17, 23:30:04, 1010, 17.25
2025-02-17, 23:30:06, 1011, 17.25
2025-02-17, 23:30:08, 1012, 17.25
2025-02-17, 23:30:10, 1013, 17.25
2025-02-17, 23:30:11, 1012, 17.25
2025-02-17, 23:30:13, 1012, 17.25
2025-02-17, 23:30:15, 1012, 17.25
2025-02-17, 23:30:17, 1013, 17.187
2025-02-17, 23:30:19, 1012, 17.25
2025-02-17, 23:30:21, 1010, 17.25
2025-02-17, 23:30:23, 1014, 17.25
2025-02-17, 23:30:25, 1013, 17.25
2025-02-17, 23:30:27, 1009, 17.25
2025-02-17, 23:30:29, 1014, 17.25
2025-02-17, 23:30:31, 1011, 17.25
2025-02-17, 23:30:33, 1010, 17.25
2025-02-17, 23:30:35, 1008, 17.25
2025-02-17, 23:30:36, 1011, 17.25
2025-02-17, 23:30:38, 1011, 17.25
2025-02-17, 23:30:40, 1011, 17.25
2025-02-17, 23:30:42, 1012, 17.187
2025-02-17, 23:30:44, 1009, 17.25
2025-02-17, 23:30:46, 1010, 17.25
2025-02-17, 23:30:48, 1013, 17.25
2025-02-17, 23:30:50, 1011, 17.25
2025-02-17, 23:30:52, 1013, 17.25
2025-02-17, 23:30:54, 1010, 17.25
2025-02-17, 23:30:56, 1012, 17.25
2025-02-17, 23:30:58, 1012, 17.187
2025-02-17, 23:30:59, 1009, 17.25
2025-02-17, 23:31:01, 1010, 17.25
2025-02-17, 23:31:03, 1012, 17.25
2025-02-17, 23:31:05, 1010, 17.25
2025-02-17, 23:31:07, 1015, 17.25
2025-02-17, 23:31:09, 1012, 17.25
2025-02-17, 23:31:11, 1008, 17.187
2025-02-17, 23:31:14, 1011, 17.25
2025-02-17, 23:31:16, 1010, 17.25
2025-02-17, 23:31:18, 1010, 17.25
2025-02-17, 23:31:20, 1012, 17.25
2025-02-17, 23:31:21, 1008, 17.25
2025-02-17, 23:31:23, 1010, 17.25
2025-02-17, 23:31:25, 1010, 17.25
2025-02-17, 23:31:27, 1012, 17.25
2025-02-17, 23:31:29, 1014, 17.25
2025-02-17, 23:31:31, 1008, 17.25
2025-02-17, 23:31:33, 1014, 17.25
2025-02-17, 23:31:35, 1011, 17.187
2025-02-17, 23:31:37, 1014, 17.25
2025-02-17, 23:31:39, 1011, 17.25
2025-02-17, 23:31:41, 1011, 17.187
2025-02-17, 23:31:43, 1011, 17.187
2025-02-17, 23:31:45, 1011, 17.25
2025-02-17, 23:31:46, 1011, 17.25
2025-02-17, 23:31:48, 1014, 17.25
2025-02-17, 23:31:50, 1011, 17.25
2025-02-17, 23:31:52, 1011, 17.25
2025-02-17, 23:31:54, 1009, 17.25
2025-02-17, 23:31:56, 1010, 17.25
2025-02-17, 23:31:58, 1010, 17.25
2025-02-17, 23:32:00, 1011, 17.25
2025-02-17, 23:32:02, 1011, 17.25
2025-02-17, 23:32:04, 1011, 17.25
2025-02-17, 23:32:06, 1015, 17.25
2025-02-17, 23:32:08, 1010, 17.25
2025-02-17, 23:32:09, 1012, 17.187
2025-02-17, 23:32:11, 1011, 17.25
2025-02-17, 23:32:13, 1011, 17.187
2025-02-17, 23:32:15, 1020, 17.187
2025-02-17, 23:32:17, 1012, 17.25
2025-02-17, 23:32:19, 1015, 17.25
2025-02-17, 23:32:21, 1008, 17.25
2025-02-17, 23:32:23, 1011, 17.187
2025-02-17, 23:32:25, 1009, 17.187
2025-02-17, 23:32:27, 1010, 17.187
2025-02-17, 23:32:29, 1012, 17.187
2025-02-17, 23:32:31, 1016, 17.187
2025-02-17, 23:32:33, 1015, 17.187
2025-02-17, 23:32:34, 1013, 17.187
2025-02-17, 23:32:36, 1011, 17.25
2025-02-17, 23:32:38, 1015, 17.25
2025-02-17, 23:32:40, 1012, 17.187
2025-02-17, 23:32:42, 1013, 17.25
2025-02-17, 23:32:44, 1011, 17.187
2025-02-17, 23:32:46, 1014, 17.187
2025-02-17, 23:32:48, 1009, 17.187
2025-02-17, 23:32:50, 1007, 17.187
2025-02-17, 23:32:52, 1011, 17.187
2025-02-17, 23:32:54, 1010, 17.187
